book_id,date_added,review_id,user_id
30071,Fri Mar 02 07:00:07 -0800 2012,730b6c98716ce1f76e78faa9e24751da,bba547a54ad7125e7b05e381897b5360
30071,Mon Apr 07 21:42:44 -0700 2014,92668a4c250e58c3dec91db5f05e9dc5,3eb707d9cb5b55244475d7ac83626362
30071037,Fri May 05 13:15:39 -0700 2017,6e5de4363b65fdbf353c459956b5096d,34a6a1ac7ffc54f812717652b3d54527
30072572,Tue Oct 04 08:38:34 -0700 2016,22312b6db55e3b065af1539afd8c461c,73bb154ce94bc2ebd31d12f37b01ef33
30073084,Wed Feb 08 10:14:32 -0800 2017,60b783501039476bddd84fec4d594d0e,672eede6c9ceac25b2ce5b40e694c99c
30073556,Wed Jul 26 20:14:42 -0700 2017,4918b0e72c5bbfe8aebfb13758696609,3def1bd86af232a17e7e7528c1d70bc4
30073848,Tue Aug 08 14:19:33 -0700 2017,3517c6a364433bfd43216d1c46233398,bc41dd561c5c0b648bfabe3d16d3ef65
30075606,Sat Sep 30 18:55:59 -0700 2017,6c3d8fba488c27266dea092a54787609,87ee4b6f73aed6ae29ef0d9937dd63e3
30075606,Thu Oct 05 17:57:15 -0700 2017,6ff0cab27eb3ef356589c300365a3b32,21fb1b2637a1af294de2ddc0cdc45c6e
30075662,Sat Nov 12 11:48:21 -0800 2016,a658e0f09772f9352d386fb200c4e52c,262235d83ded3bbebf8e1fb6ed3181b2
30075733,Wed Dec 21 13:36:01 -0800 2016,d06b1c3863da2cc9c4c9b9e8379142d4,272ed5d6ea8581d6c9871aa96ebf5931
3007575,Mon Mar 19 07:13:54 -0700 2012,b48487993e8d56db61dec14b6c022ebe,44bd1c68e57084c48553e834d45b0fe4
30075802,Fri Feb 24 22:29:52 -0800 2017,715547e0f154a304974815155857e0de,d72ff4c1345fdbfd29ab0e142b73e242
30075802,Mon Mar 06 06:31:41 -0800 2017,1519ab217cbe1e3ef3369bb4cb64e230,49c0e254117e9316335982b1c256ff6c
30075802,Sun Mar 12 10:12:28 -0700 2017,9e75413593056e4213c1040bf5dd0ec8,a878dbd12778c87f78b1525112e41879
30075802,Sun Sep 10 05:45:25 -0700 2017,d193f777cc074620d19a548d92127d39,faf6a014e68588c0cebd36ef454341f1
30075802,Thu Dec 15 13:13:44 -0800 2016,391904057a18dc136c9e78f6404c82a9,651145d8f70781c27df7d642e308441b
30075802,Thu Jul 27 00:36:47 -0700 2017,871998363c5c6f3ee62bbf2132da0c14,2ca9ebc19969b6ef6b869d13386572e6
30075802,Wed Apr 05 23:45:40 -0700 2017,3e8af75c7d52ad9183a3512c31b17e8d,9a1d4a284f44a0394efd04f03d61411c
30075802,Wed Jun 01 13:41:58 -0700 2016,6a45f7b5839b454872c480f48b957ca8,6ddd6a140d699342223466b1911741fc
30075802,Wed Jun 21 12:10:13 -0700 2017,045728c44ad01ba41e65619f687964af,75bdfd06c6299c8061907aa3f95b1da9
30075802,Wed Sep 20 12:39:31 -0700 2017,e3c11fb617abe78f87089b7ff6cd4468,61513ec0305386ba99c01dde20e24e48
30075809,Wed May 11 11:05:13 -0700 2016,5b7017cce14ea6aae165610e7bf32e4e,2282e22de6ef198da590e6bcaeb0fe0f
30076608,Mon Dec 12 17:23:09 -0800 2016,613b23d66a8c178e850a20ac825fe0ba,9caee851eecb50c61353a862643141eb
30077734,Thu Apr 13 18:00:09 -0700 2017,11ee8f0757bd1289d03097ae6e1d836f,4fb39a220efee798f8d5613196e244f9
30078108,Thu Mar 02 09:29:42 -0800 2017,fc3657a9a9d465e028d59b8b09812cf3,f14498192309d77d7c2df4e17dc9aa8a
30078108,Thu Mar 23 11:41:26 -0700 2017,83cf1ba87efae8adcbb3e0b3784919c5,eb66cfcf2d596d3f9377ad62711d59f0
3007846,Fri Jan 20 00:46:46 -0800 2017,4c25454f202df2fb99a75c23d9c49c25,fe969763874d5c820052bdfe56b03ba7
30078567,Mon Aug 29 10:21:49 -0700 2016,9bad8a89e6f0afa5d54360635a49fb20,05330171a229e39f6dfe34c1a8fadc39
30078567,Tue Apr 04 05:37:50 -0700 2017,11507af57e019c5c51d72c34669dac2e,099a28da6b4ef95739d4e627d60db81f
30078655,Wed Feb 08 18:34:42 -0800 2017,a57c13dd2af3e873e7c99f9cbca094d0,84d791c43ff37d4ab3f701d9b7983339
30078828,Thu Jun 23 18:32:50 -0700 2016,daba354918ba6ac55fa4e35f96e2a467,17c80e6b5a764673ead2377b34f0959d
30079068,Mon Feb 20 09:24:47 -0800 2017,7873377beaa6ea5b771a8a0bf9d0e84a,7fe1187840581869aa8f51fc17eadeeb
30079311,Mon Sep 12 12:55:39 -0700 2016,55ede2e7a2f99bf52695ff96e2697bb7,b9db848961bfa37c8f01757ed934cfb8
30079311,Wed May 04 07:20:32 -0700 2016,7238ac129f3add9097cd36d894e4c174,62144d9e91cb9967dc965c2c9df9bd80
30079724,Sun Apr 23 05:12:07 -0700 2017,c530e559efacbadcec7aeea3664d50ca,583340f223f84e3734b57532b8a9a2b1
30079906,Sun Mar 26 15:06:31 -0700 2017,b1a0a2b6cc737fe4b5c57d69b975bb04,14b7648ddd3b04a3b7a16920eb4709f4
3008,Fri Dec 30 16:14:39 -0800 2011,323253fbdf835892a0842d940659b1ce,61aa023a7837893d571b2c78ac05f4d7
3008,Mon Jan 05 07:18:10 -0800 2015,cb8d07e89d36c10642fe5c38031e67eb,5dc9b166fb826505b39f2843ab734233
3008,Sat Mar 22 18:46:14 -0700 2014,4c56ecbdd0ecdf5295865c2fe66f6afe,98494ca0ac27f2e984c71629cdb53b4d
